class,cg05415871,cg07804728,cg06489728,cg22736354,cg04836492,cg13202751,cg02404636,cg13939055,cg20003638,cg00135497,cg04097388,cg02886806,cg05028639,cg13493426,cg21946667,cg18192222,cg03127558,cg18086664,cg14383422,cg10924085,cg15792367,cg12559685,cg14219896,cg22672359,cg07157058,cg06729093,cg23301740,cg12795947,cg13356175,cg18074954,cg22808692,cg11788523,cg24756378,cg05599106,cg19367176,cg19640789,cg11733430,cg06818047,cg02183025,cg10334121,cg11954230,cg16481556,cg12965202,cg00369443,cg00461685,cg00821186,cg06683177,cg07149267,cg25471715,cg03040554,cg14363146,cg09603381,cg08390760,cg08477640,cg13540805,cg10911354,cg03735012,cg07643912,cg10613684,cg04071270,cg12519676,cg25299750,cg25251562,cg21798667,cg08319417,cg17590135,cg01596963,cg27504738,cg09498007,cg16308533,cg22332266,cg12731868,cg23476885,cg21198531,cg00590036,cg26333652,cg14699765,cg12624829,cg12326244,cg18237551,cg21610439,cg22407458,cg21051964,cg10360139,cg21189611,cg02803914,cg08113526,cg08733933,cg04248312,cg17371014,cg08051310
-1.0,0.912454,0.899161,0.940902,0.268559,0.879155,0.458739,0.0319958,0.398942,0.833796,0.809975,0.840798,0.906513,0.954076,0.903843,0.731159,0.0342559,0.851357,0.0341345,0.612648,0.916903,0.340888,0.776552,0.953991,0.0249693,0.0211037,0.91415,0.923351,0.793491,0.228258,0.288996,0.982922,0.41423,0.855134,0.0750724,0.9445,0.984339,0.935035,0.875266,0.490874,0.859711,0.0479745,0.981667,0.901404,0.978458,0.614517,0.850798,0.0195605,0.931963,0.458902,0.898874,0.0128012,0.901109,0.0163984,0.935304,0.750731,0.676953,0.415331,0.488991,0.762153,0.812595,0.609226,0.241033,0.830477,0.0284486,0.97861,0.958964,0.503231,0.354788,0.130855,0.601233,0.0449667,0.874539,0.976265,0.0232414,0.124021,0.641897,0.836745,0.0253718,0.793849,0.271558,0.872432,0.279915,0.925816,0.936307,0.966423,0.492093,0.85055,0.536445,0.0455441,0.945463,0.0244332
-1.0,0.950617,0.932439,0.975846,0.314773,0.849867,0.420647,0.0309885,0.513383,0.829688,0.804981,0.867933,0.918581,0.947103,0.913946,0.775664,0.0470161,0.932156,0.0346621,0.376606,0.914234,0.490065,0.863802,0.956823,0.0294627,0.00250745,0.903727,0.943075,0.761135,0.313768,0.233231,0.983145,0.361838,0.688764,0.153195,0.830321,0.981855,0.938953,0.83902,0.348474,0.901338,0.0355015,0.976368,0.916509,0.975323,0.775749,0.840553,0.0233807,0.930762,0.553995,0.868305,0.0144178,0.92542,0.0200685,0.931555,0.810789,0.698928,0.423302,0.354261,0.83441,0.762196,0.725207,0.318865,0.891109,0.0408419,0.982967,0.955284,0.514178,0.685486,0.126,0.850068,0.103055,0.918589,0.978505,0.0274701,0.15846,0.551757,0.818757,0.0258082,0.86531,0.307677,0.857572,0.399223,0.937379,0.914887,0.938428,0.320438,0.805017,0.634672,0.0549237,0.93797,0.0275731
-1.0,0.97123,0.90665,0.973317,0.32176,0.886915,0.428992,0.024959,0.464221,0.786817,0.804589,0.869276,0.889423,0.948256,0.91091,0.7895,0.0309801,0.953172,0.0293812,0.463274,0.904707,0.416731,0.832644,0.954997,0.0315268,0.0243785,0.89966,0.944635,0.765176,0.28633,0.273169,0.982147,0.302544,0.731398,0.0888712,0.896623,0.986491,0.93492,0.865105,0.400633,0.885373,0.026482,0.973833,0.910762,0.976336,0.742848,0.887502,0.0222564,0.928018,0.505085,0.838022,0.017999,0.916804,0.0199906,0.935016,0.747829,0.736593,0.473975,0.26662,0.823087,0.770639,0.668744,0.351477,0.857534,0.0284001,0.976628,0.949735,0.549309,0.666692,0.147648,0.783264,0.0412742,0.890961,0.979712,0.0246432,0.143285,0.592726,0.817728,0.0311971,0.885401,0.231436,0.870131,0.409763,0.939161,0.926326,0.940378,0.362695,0.812514,0.591759,0.060292,0.945995,0.0259497
-1.0,0.970452,0.878343,0.972904,0.352426,0.858801,0.467571,0.0252724,0.441686,0.765382,0.764236,0.824424,0.89859,0.944713,0.88874,0.770827,0.0351816,0.948308,0.0269197,0.481879,0.412764,0.367983,0.849729,0.94642,0.0354408,0.0274602,0.92596,0.938059,0.789335,0.335666,0.275705,0.983274,0.397298,0.682286,0.100631,0.884178,0.98403,0.940609,0.894746,0.415542,0.864401,0.0311339,0.977899,0.90999,0.966504,0.785131,0.827605,0.0176692,0.938257,0.485516,0.924551,0.0158997,0.923182,0.0223336,0.932658,0.732978,0.685778,0.552769,0.377374,0.814922,0.776167,0.5971,0.425264,0.849088,0.0343929,0.977367,0.970612,0.553313,0.592995,0.17671,0.863253,0.0444299,0.852373,0.968351,0.0264345,0.160494,0.618066,0.839935,0.0321428,0.842453,0.331759,0.880733,0.427813,0.9407,0.912516,0.95095,0.453638,0.834233,0.540942,0.043706,0.933484,0.0253634
-1.0,0.9389,0.896945,0.974581,0.341119,0.854716,0.420072,0.0181807,0.448096,0.702144,0.852995,0.865296,0.900377,0.942626,0.909346,0.712512,0.0325194,0.948243,0.0371516,0.443656,0.926047,0.361984,0.758989,0.953858,0.0269429,0.0190684,0.908219,0.936306,0.782832,0.259313,0.34342,0.910048,0.329729,0.790631,0.104965,0.909847,0.990474,0.936868,0.89065,0.429566,0.907067,0.0534808,0.980616,0.883965,0.969509,0.751148,0.824903,0.0171885,0.926445,0.459039,0.849121,0.0174897,0.903219,0.0212923,0.919759,0.749384,0.722454,0.399364,0.374763,0.900225,0.761843,0.696479,0.428461,0.86854,0.0311342,0.97572,0.968863,0.475078,0.716991,0.128584,0.71349,0.0413436,0.852787,0.978576,0.0305424,0.166118,0.638625,0.817122,0.0166995,0.820808,0.163149,0.886569,0.42619,0.881116,0.924787,0.954429,0.402019,0.790915,0.541823,0.0406544,0.943663,0.0288484
-1.0,0.961304,0.919915,0.972218,0.346067,0.88096,0.510591,0.0235406,0.500601,0.819124,0.882277,0.881112,0.900268,0.944195,0.934929,0.814073,0.0277099,0.947084,0.0244599,0.539471,0.90939,0.293618,0.884504,0.946744,0.0368272,0.0280215,0.924952,0.917842,0.79685,0.197858,0.447663,0.982489,0.376684,0.758293,0.0713203,0.906456,0.962282,0.933718,0.914339,0.476066,0.888822,0.0278608,0.924314,0.912276,0.974077,0.750866,0.848892,0.0239214,0.91851,0.478479,0.868959,0.0156815,0.937418,0.0247627,0.915427,0.735342,0.705405,0.545007,0.457838,0.827634,0.823443,0.638896,0.318309,0.685845,0.0345582,0.977706,0.933583,0.57938,0.472478,0.190764,0.891912,0.0442512,0.882298,0.980111,0.0207868,0.137622,0.653346,0.796961,0.0227928,0.852575,0.189781,0.860242,0.380129,0.944266,0.937772,0.934511,0.400529,0.839442,0.565766,0.0695415,0.940438,0.0285419
-1.0,0.877419,0.879113,0.975428,0.337383,0.897824,0.442336,0.027885,0.517567,0.756575,0.852964,0.199764,0.84879,0.93972,0.893404,0.731371,0.04985,0.93896,0.0289026,0.495518,0.902851,0.370837,0.80656,0.943874,0.0303393,0.0318246,0.926887,0.935503,0.74708,0.254973,0.158242,0.983594,0.37544,0.77936,0.102735,0.922216,0.982955,0.925723,0.868116,0.472623,0.889814,0.026136,0.979909,0.918444,0.969841,0.757101,0.873063,0.0207927,0.917735,0.493492,0.86676,0.0163321,0.896956,0.0229933,0.934875,0.737357,0.703391,0.516792,0.364694,0.839386,0.793226,0.695545,0.234241,0.838556,0.0514254,0.970082,0.943277,0.511999,0.56194,0.175596,0.704765,0.0686192,0.844457,0.975719,0.0274478,0.157266,0.597953,0.843904,0.03635,0.826197,0.109126,0.848161,0.294781,0.943016,0.929613,0.953941,0.500312,0.844733,0.594166,0.0417052,0.944671,0.0291637
-1.0,0.92586,0.918617,0.97245,0.271267,0.865267,0.454017,0.0110295,0.41757,0.766743,0.848797,0.891035,0.888808,0.947215,0.908301,0.767145,0.0340025,0.915599,0.0222431,0.464699,0.921075,0.292327,0.759777,0.938928,0.0223682,0.0195259,0.909132,0.906587,0.758881,0.249236,0.203003,0.985749,0.278264,0.613043,0.061042,0.938805,0.985644,0.931561,0.678886,0.431181,0.833404,0.0214548,0.981593,0.899833,0.981197,0.746669,0.884519,0.0138634,0.897525,0.454828,0.877562,0.0133812,0.882735,0.0447654,0.93561,0.735585,0.683393,0.490423,0.468271,0.743376,0.813795,0.575186,0.220153,0.393242,0.0317278,0.980739,0.941231,0.520028,0.552608,0.146162,0.616563,0.019368,0.84946,0.977484,0.0153216,0.120674,0.622269,0.856726,0.0301821,0.764951,0.0841131,0.839442,0.338773,0.912491,0.917744,0.949771,0.347244,0.841087,0.546204,0.0314715,0.927662,0.0185956
-1.0,0.9673,0.863199,0.973208,0.364029,0.875049,0.447037,0.0226836,0.465574,0.758741,0.858977,0.860575,0.860271,0.948005,0.888746,0.782794,0.030418,0.907175,0.035241,0.513841,0.905263,0.356364,0.871758,0.948525,0.0328965,0.0223921,0.913539,0.930296,0.771222,0.268827,0.358099,0.890947,0.394017,0.742931,0.0784969,0.921643,0.963979,0.950217,0.881443,0.523448,0.870546,0.0289589,0.972808,0.909968,0.971317,0.777731,0.882341,0.0240313,0.916993,0.548942,0.878965,0.0163448,0.903254,0.0211054,0.928094,0.739122,0.705117,0.583036,0.461839,0.827355,0.789744,0.698655,0.337647,0.839145,0.0316998,0.980361,0.952484,0.514668,0.519323,0.121153,0.879964,0.0322131,0.883207,0.975605,0.0237253,0.159113,0.606677,0.818948,0.0268114,0.873357,0.215147,0.843136,0.378617,0.950377,0.92517,0.943754,0.412817,0.839123,0.588555,0.024254,0.937245,0.0283774
-1.0,0.971614,0.907723,0.972078,0.33972,0.86815,0.41301,0.0272477,0.514278,0.85993,0.861178,0.857042,0.858295,0.93864,0.882296,0.764,0.0654282,0.89313,0.0291537,0.492344,0.894665,0.396148,0.830536,0.949699,0.033816,0.0262716,0.898361,0.932529,0.696305,0.188136,0.384324,0.983133,0.393386,0.744299,0.0965984,0.886565,0.984929,0.930274,0.89024,0.456721,0.866835,0.0290177,0.968496,0.913663,0.955042,0.768376,0.842451,0.0263054,0.919816,0.503501,0.895989,0.015631,0.909692,0.0245663,0.911503,0.767846,0.712207,0.57999,0.345133,0.806365,0.808355,0.697089,0.285746,0.627868,0.0344532,0.982783,0.914476,0.562079,0.561532,0.121252,0.840473,0.0344089,0.879732,0.977603,0.0247822,0.150747,0.609428,0.813347,0.0775024,0.857724,0.279558,0.878815,0.386662,0.916962,0.918888,0.9587,0.481848,0.839797,0.566504,0.0331434,0.931209,0.0258162
-1.0,0.961966,0.888907,0.9791,0.369985,0.905079,0.453694,0.0253958,0.374608,0.763888,0.77356,0.880775,0.888962,0.948884,0.871229,0.795311,0.0232187,0.948249,0.0248664,0.54444,0.948692,0.366022,0.859134,0.945158,0.0439171,0.0229651,0.915221,0.932271,0.796154,0.195148,0.352785,0.985654,0.398813,0.617666,0.108816,0.905814,0.945538,0.925842,0.892592,0.481,0.868753,0.0380636,0.976423,0.921692,0.978718,0.842078,0.91462,0.022733,0.922884,0.483536,0.861259,0.0165959,0.895187,0.0171135,0.939219,0.719793,0.660746,0.521727,0.400249,0.745499,0.808833,0.695947,0.407117,0.644471,0.0257263,0.966331,0.957008,0.549868,0.431356,0.159318,0.835262,0.0309156,0.885091,0.980496,0.0244157,0.178103,0.661536,0.816636,0.0204992,0.828225,0.278602,0.86959,0.439266,0.934276,0.931862,0.972711,0.441459,0.860096,0.575337,0.0304905,0.92785,0.0299056
-1.0,0.953943,0.882362,0.976628,0.269462,0.865779,0.392329,0.0376872,0.512159,0.813352,0.850598,0.868747,0.87203,0.939117,0.875672,0.734215,0.036168,0.950214,0.0242929,0.372456,0.913961,0.452504,0.827744,0.948197,0.0346023,0.0284225,0.924458,0.935618,0.743514,0.228785,0.227305,0.980415,0.349492,0.650844,0.109173,0.884296,0.984444,0.927545,0.902467,0.376959,0.842711,0.0257754,0.965285,0.899885,0.886445,0.745945,0.81746,0.0256709,0.940813,0.490129,0.830352,0.0197489,0.885285,0.0231105,0.930333,0.750376,0.719173,0.446533,0.295151,0.827978,0.700192,0.618847,0.353701,0.882282,0.0309511,0.973604,0.953158,0.527359,0.644457,0.155659,0.791558,0.041867,0.879068,0.977935,0.0254458,0.176051,0.496394,0.817437,0.0230356,0.825783,0.204538,0.843406,0.414338,0.933341,0.923838,0.947418,0.345588,0.793167,0.559348,0.0365291,0.621445,0.0271827
-1.0,0.93733,0.907061,0.975711,0.309032,0.848994,0.471506,0.0278804,0.463279,0.759357,0.741403,0.87322,0.892223,0.952192,0.793289,0.807139,0.0328478,0.924081,0.0286129,0.406319,0.897631,0.29819,0.906523,0.944782,0.0317945,0.0310411,0.900311,0.927388,0.817869,0.264338,0.419994,0.982537,0.401894,0.637781,0.0838984,0.944756,0.97296,0.916493,0.898296,0.468298,0.86632,0.0350064,0.97817,0.890445,0.974525,0.820619,0.836737,0.0219363,0.92723,0.573742,0.861174,0.0170795,0.927945,0.0170484,0.913726,0.737277,0.734214,0.560701,0.458045,0.85204,0.740616,0.70029,0.417518,0.358317,0.0248795,0.97838,0.942265,0.517857,0.564521,0.15559,0.895227,0.0876326,0.888193,0.984475,0.0256163,0.150251,0.649597,0.839355,0.0194038,0.829865,0.228184,0.893402,0.462455,0.947978,0.733225,0.945037,0.486904,0.856543,0.574209,0.0521473,0.932949,0.0303817
-1.0,0.957853,0.858492,0.972842,0.335048,0.833622,0.457868,0.0277359,0.535523,0.815059,0.76359,0.791015,0.900937,0.94879,0.870361,0.803837,0.0187777,0.941235,0.0191136,0.498465,0.923374,0.3659,0.83652,0.942213,0.0238841,0.0205713,0.907687,0.938459,0.792956,0.31214,0.073177,0.985492,0.370263,0.716845,0.102683,0.88438,0.984841,0.937988,0.899176,0.417767,0.84181,0.0293432,0.979684,0.900749,0.97269,0.783309,0.855937,0.0200943,0.920111,0.463507,0.848442,0.0132026,0.932553,0.0150791,0.929277,0.739216,0.578797,0.536134,0.394229,0.787925,0.813912,0.594052,0.32159,0.820157,0.0280406,0.979432,0.945915,0.518263,0.511464,0.164559,0.80492,0.0255926,0.86403,0.980327,0.0187734,0.111127,0.633493,0.812492,0.024308,0.797359,0.288926,0.868559,0.411216,0.918782,0.945046,0.920503,0.406865,0.825985,0.518877,0.0247213,0.920307,0.0231078
-1.0,0.950105,0.887848,0.978854,0.320909,0.897043,0.512175,0.0317366,0.533262,0.853206,0.865336,0.897417,0.882607,0.95362,0.931115,0.785473,0.0399068,0.965294,0.0254734,0.529588,0.932853,0.402174,0.895807,0.950623,0.0303587,0.0230061,0.912527,0.925762,0.834938,0.257648,0.351486,0.985363,0.405743,0.782764,0.0962685,0.929189,0.987375,0.932947,0.908218,0.508853,0.785558,0.0280699,0.976228,0.890074,0.948156,0.762182,0.894549,0.0168375,0.918831,0.521746,0.879018,0.0127312,0.932977,0.0180776,0.486385,0.74645,0.724889,0.514111,0.428523,0.869715,0.764152,0.55714,0.316209,0.698998,0.0361481,0.973903,0.94265,0.578926,0.618741,0.150982,0.945331,0.0942997,0.911153,0.982136,0.0257632,0.152568,0.6579,0.802997,0.0256561,0.860212,0.297114,0.859543,0.358232,0.958101,0.92484,0.941715,0.441828,0.841355,0.566081,0.0744927,0.616102,0.0218052
-1.0,0.958606,0.803244,0.959844,0.316281,0.862126,0.428587,0.0205523,0.406925,0.790531,0.821702,0.880434,0.877969,0.943506,0.84494,0.768275,0.0283096,0.886372,0.0187178,0.481775,0.904983,0.404606,0.793974,0.938321,0.0218407,0.0232507,0.913534,0.934152,0.842456,0.241987,0.293005,0.979484,0.410451,0.678057,0.10753,0.892894,0.984307,0.92563,0.912384,0.452659,0.859438,0.0381411,0.97618,0.906861,0.96269,0.700365,0.876514,0.0159186,0.955618,0.424878,0.85433,0.0150481,0.865937,0.0167311,0.90093,0.726484,0.710379,0.472427,0.464363,0.790893,0.825036,0.695717,0.30182,0.827646,0.0342839,0.976578,0.957677,0.476468,0.384634,0.141462,0.741505,0.0655466,0.8485,0.924393,0.0243669,0.145292,0.626638,0.829084,0.0196918,0.842535,0.205759,0.844941,0.370659,0.800754,0.923621,0.931244,0.40766,0.820786,0.528859,0.0392342,0.947973,0.0294484
-1.0,0.970439,0.912715,0.972316,0.302114,0.83778,0.485714,0.0367254,0.498949,0.826846,0.836748,0.218757,0.913677,0.951992,0.899591,0.816513,0.0274169,0.948204,0.022328,0.478257,0.93314,0.412762,0.891132,0.950377,0.0360169,0.0230495,0.927738,0.938924,0.73633,0.248052,0.371105,0.984704,0.432147,0.699269,0.0874233,0.909459,0.966337,0.932239,0.862369,0.43284,0.884565,0.0285676,0.98009,0.893342,0.975717,0.778862,0.884388,0.021074,0.890448,0.473023,0.864613,0.0163434,0.898365,0.016392,0.93567,0.743038,0.706616,0.549589,0.478566,0.827931,0.824659,0.673106,0.378444,0.915697,0.0225982,0.982409,0.966058,0.573076,0.467866,0.137379,0.896894,0.0822373,0.881024,0.97742,0.0222,0.119137,0.627503,0.832519,0.0195715,0.841115,0.253974,0.880711,0.442385,0.941904,0.930548,0.961976,0.455839,0.840809,0.541849,0.0315509,0.62525,0.0281382
-1.0,0.945584,0.921103,0.972635,0.293068,0.872515,0.432099,0.0171089,0.447073,0.756438,0.859842,0.833711,0.853131,0.945281,0.854736,0.768123,0.0396746,0.92084,0.040207,0.468407,0.918409,0.329571,0.810263,0.954541,0.0295471,0.0211163,0.932812,0.926681,0.752356,0.193297,0.143181,0.982943,0.371972,0.704961,0.0717802,0.931655,0.970119,0.940471,0.908583,0.463925,0.849499,0.0512837,0.981187,0.905837,0.970398,0.780256,0.880785,0.0258732,0.939466,0.460144,0.878047,0.0132581,0.900652,0.074164,0.948219,0.749369,0.648601,0.523147,0.355242,0.781033,0.805237,0.63979,0.289431,0.836047,0.0204662,0.984782,0.965758,0.49352,0.524811,0.126034,0.76572,0.0234965,0.885295,0.979619,0.0356746,0.156313,0.658451,0.82855,0.0283788,0.864983,0.323789,0.876927,0.381674,0.921146,0.924777,0.962531,0.407335,0.849832,0.536848,0.0258452,0.947826,0.0265462
-1.0,0.954737,0.880898,0.980097,0.327508,0.862932,0.46008,0.0271572,0.491095,0.790661,0.81303,0.79371,0.900433,0.947597,0.854076,0.799151,0.0247945,0.947603,0.0239644,0.454697,0.926418,0.309814,0.879496,0.949268,0.0309336,0.0240563,0.891461,0.940022,0.802514,0.254592,0.112474,0.984043,0.438179,0.760657,0.0758745,0.928174,0.986352,0.933161,0.889265,0.5163,0.914525,0.0356032,0.9765,0.909247,0.959627,0.756235,0.835601,0.0192648,0.9497,0.499404,0.847657,0.0146695,0.891206,0.0146782,0.937526,0.721599,0.693855,0.498956,0.47365,0.867005,0.794437,0.736588,0.41525,0.827928,0.0282798,0.977642,0.951044,0.545444,0.487034,0.0905878,0.875418,0.095991,0.871419,0.98243,0.0298342,0.0803839,0.633977,0.814323,0.0260306,0.839973,0.187037,0.898722,0.442188,0.920954,0.948116,0.924342,0.493903,0.844258,0.524151,0.0262938,0.92457,0.020857
-1.0,0.944758,0.940002,0.873356,0.292029,0.866835,0.396072,0.517556,0.497396,0.828333,0.87538,0.801133,0.87939,0.956567,0.881038,0.766193,0.0293011,0.811813,0.0235979,0.539078,0.946863,0.359773,0.819525,0.94369,0.0305009,0.0142459,0.918085,0.938791,0.832044,0.266953,0.25203,0.982752,0.395815,0.821764,0.0777845,0.933215,0.987739,0.945847,0.888919,0.457394,0.835317,0.025986,0.977472,0.93108,0.968116,0.769372,0.842876,0.0239667,0.916964,0.399272,0.835706,0.0173085,0.916685,0.0149824,0.937571,0.747239,0.692345,0.481397,0.477989,0.863873,0.775652,0.644949,0.13101,0.82522,0.0258206,0.973972,0.964228,0.499918,0.453047,0.07937,0.713913,0.0387858,0.861695,0.974967,0.0382051,0.188081,0.652487,0.84329,0.0206651,0.841326,0.151503,0.868828,0.197762,0.940901,0.916652,0.929114,0.411283,0.817031,0.567278,0.0252562,0.942751,0.0230175
-1.0,0.972441,0.873147,0.976807,0.347023,0.849653,0.506758,0.0189128,0.480274,0.819587,0.752048,0.88812,0.884126,0.944151,0.901256,0.809995,0.0332276,0.929095,0.0266355,0.499914,0.927973,0.413663,0.891601,0.946237,0.0236728,0.0220939,0.921475,0.936815,0.797237,0.250597,0.255916,0.983201,0.371717,0.709645,0.09798,0.936502,0.985734,0.935732,0.919998,0.487083,0.912983,0.0358476,0.9775,0.921356,0.972601,0.770218,0.846443,0.0170423,0.924771,0.441555,0.887494,0.0201652,0.881161,0.0168277,0.922854,0.795436,0.715361,0.542024,0.452752,0.867578,0.790209,0.695179,0.341007,0.896007,0.0282079,0.973824,0.962229,0.548708,0.502038,0.154084,0.851149,0.0297824,0.910396,0.979339,0.0257718,0.17445,0.653556,0.839156,0.0223752,0.80676,0.26089,0.90502,0.398445,0.912914,0.88148,0.965497,0.43263,0.814548,0.559631,0.0228731,0.94375,0.0224786
-1.0,0.973816,0.920849,0.978067,0.370848,0.876738,0.567184,0.0431194,0.533003,0.863592,0.860917,0.822292,0.915703,0.942655,0.941358,0.797495,0.0358824,0.931643,0.144425,0.559024,0.919793,0.333723,0.911882,0.963022,0.0253258,0.0166855,0.932334,0.940501,0.831162,0.218052,0.288076,0.982534,0.432762,0.63784,0.100111,0.896606,0.987292,0.931722,0.881549,0.545512,0.847273,0.036357,0.982105,0.918257,0.97688,0.8563,0.85971,0.0242479,0.937649,0.483883,0.865346,0.0244712,0.901726,0.0615995,0.930333,0.759956,0.713601,0.619199,0.524922,0.849622,0.843584,0.617034,0.402674,0.876722,0.0329967,0.976644,0.952818,0.615456,0.330714,0.164805,0.890394,0.0400871,0.894735,0.980023,0.0205518,0.122292,0.72144,0.851759,0.0249137,0.840211,0.249182,0.899285,0.466891,0.950007,0.93943,0.950459,0.628475,0.836047,0.55998,0.0541702,0.944383,0.0239593
-1.0,0.946921,0.917083,0.976661,0.375077,0.876634,0.444717,0.0221698,0.501125,0.81715,0.732367,0.876004,0.927208,0.933988,0.867584,0.821268,0.0262768,0.933005,0.0214302,0.487584,0.932877,0.355522,0.892433,0.947742,0.0292141,0.0241684,0.914361,0.927045,0.72602,0.242636,0.422085,0.984065,0.360121,0.730283,0.109374,0.919324,0.98448,0.934571,0.869768,0.458279,0.87927,0.0264227,0.976325,0.939618,0.971736,0.821017,0.82052,0.0313894,0.925797,0.589934,0.859399,0.0256763,0.899801,0.0786513,0.943693,0.703895,0.731458,0.557517,0.494803,0.877306,0.79806,0.695947,0.411859,0.859647,0.0258498,0.979886,0.957458,0.535963,0.520177,0.153348,0.93854,0.0907629,0.860749,0.977629,0.0328221,0.141062,0.638979,0.812584,0.0190904,0.825895,0.245878,0.843808,0.479795,0.933367,0.924868,0.955146,0.467825,0.825079,0.563298,0.0542514,0.941763,0.0234102
-1.0,0.96561,0.912455,0.972896,0.400008,0.85929,0.427637,0.031044,0.496254,0.740736,0.768185,0.847638,0.91807,0.947741,0.890341,0.777739,0.0327184,0.941284,0.040905,0.439816,0.914019,0.344939,0.853394,0.94984,0.0305043,0.131719,0.892336,0.939297,0.805883,0.292582,0.360466,0.982122,0.430668,0.772006,0.0872296,0.92124,0.986746,0.933946,0.888445,0.454341,0.898562,0.0366864,0.978231,0.91623,0.966461,0.80241,0.831866,0.022815,0.92256,0.532181,0.829834,0.0154398,0.90658,0.0260702,0.935169,0.730662,0.697227,0.547543,0.494115,0.860014,0.819846,0.536292,0.378234,0.889035,0.0206109,0.975271,0.513234,0.561152,0.399712,0.162212,0.823277,0.0528051,0.867831,0.979441,0.0273397,0.166445,0.676723,0.811037,0.0270967,0.779527,0.394597,0.887001,0.42074,0.94197,0.927708,0.954687,0.524639,0.835883,0.558754,0.0545018,0.933582,0.0277956
-1.0,0.970582,0.936464,0.974063,0.335563,0.873606,0.537261,0.0301908,0.481982,0.859788,0.843347,0.810992,0.88011,0.941328,0.911929,0.782107,0.0336971,0.947238,0.0334811,0.572145,0.920609,0.337667,0.877967,0.953339,0.0300963,0.0196859,0.932864,0.92869,0.794395,0.220064,0.375422,0.982679,0.459238,0.837309,0.0855469,0.951659,0.987652,0.927965,0.790291,0.469031,0.888464,0.0412316,0.978675,0.891591,0.955844,0.793433,0.885953,0.0163167,0.923047,0.502107,0.84393,0.0147117,0.909668,0.039543,0.93021,0.726819,0.673781,0.612675,0.544275,0.871648,0.808199,0.750145,0.393368,0.685932,0.0216297,0.985423,0.969609,0.528437,0.521255,0.0723664,0.904251,0.04842,0.914536,0.978672,0.0207404,0.120829,0.699783,0.843853,0.0226416,0.814564,0.233023,0.904155,0.442684,0.93767,0.622741,0.950493,0.435906,0.869968,0.56744,0.0254354,0.941641,0.0274086
-1.0,0.964686,0.886366,0.972779,0.362231,0.887099,0.375151,0.0230845,0.439726,0.754773,0.799818,0.827871,0.889783,0.952982,0.921282,0.805545,0.0791855,0.951153,0.0412661,0.587003,0.931158,0.329592,0.816,0.954635,0.0336191,0.0179379,0.919893,0.93451,0.753424,0.167833,0.454321,0.982455,0.393832,0.824464,0.0892901,0.953977,0.987616,0.945341,0.895969,0.538777,0.899088,0.0396391,0.980683,0.90408,0.976248,0.751293,0.881899,0.0167601,0.908602,0.402654,0.911048,0.0146187,0.924981,0.0154316,0.932411,0.715989,0.656588,0.605979,0.437585,0.831739,0.842612,0.603809,0.386032,0.879458,0.0307192,0.979275,0.973033,0.512229,0.387468,0.136768,0.779322,0.023832,0.886531,0.978935,0.0268471,0.153135,0.695363,0.827136,0.0632678,0.777439,0.20924,0.884807,0.460897,0.931709,0.875935,0.955545,0.452713,0.864425,0.542819,0.0171903,0.948727,0.0251532
-1.0,0.935341,0.908367,0.988233,0.334386,0.871259,0.442941,0.0392338,0.463609,0.829566,0.821736,0.887177,0.852527,0.949207,0.83207,0.799574,0.0272525,0.921694,0.0334374,0.488934,0.905588,0.384581,0.871055,0.938373,0.0339617,0.0245667,0.917556,0.92906,0.785219,0.300158,0.348383,0.852863,0.397383,0.721056,0.108506,0.900879,0.962656,0.937021,0.892427,0.390363,0.906816,0.0253107,0.926499,0.922335,0.976662,0.75501,0.853386,0.0229412,0.93934,0.50909,0.847357,0.0164154,0.875873,0.0178179,0.945468,0.717846,0.732205,0.447029,0.327758,0.852079,0.782495,0.601753,0.326623,0.879035,0.0274708,0.981498,0.951462,0.556537,0.55725,0.165982,0.8973,0.0322992,0.862706,0.987503,0.0213169,0.147415,0.590422,0.811183,0.0253155,0.862672,0.305622,0.879574,0.382034,0.939049,0.938959,0.954001,0.418463,0.500548,0.573455,0.0310897,0.927844,0.0232294
-1.0,0.924405,0.879598,0.972393,0.352051,0.873075,0.571303,0.0263722,0.501077,0.810324,0.906364,0.885948,0.912309,0.943239,0.895466,0.802294,0.0345185,0.950643,0.0263358,0.54219,0.900923,0.362705,0.908917,0.950528,0.0315207,0.0245942,0.915244,0.939755,0.898752,0.187978,0.395458,0.981697,0.335431,0.664061,0.0864687,0.920635,0.987249,0.925323,0.915511,0.507675,0.857991,0.037312,0.975537,0.906983,0.810976,0.826841,0.864597,0.0224071,0.918242,0.43276,0.848671,0.0175372,0.925746,0.0179495,0.94003,0.70564,0.743713,0.603014,0.467544,0.815171,0.833516,0.738401,0.271967,0.897732,0.0293239,0.982454,0.966565,0.538453,0.42338,0.134751,0.954851,0.0378408,0.880443,0.978275,0.0284889,0.136185,0.63198,0.839899,0.0334806,0.849425,0.147854,0.893986,0.333862,0.953521,0.927217,0.941082,0.575679,0.854072,0.569177,0.030545,0.93954,0.0238273
